ID;year_;box;nest;transponder;tarsus;weight;fledge_date;hatch_day;fledge_day;fledge_age;fledge_time;sunrise;fledge_time_sunrise;solar_noon;median;order;surviveSNB;surviveSF;survive;epy;sex
B4X1180;2018;270;270_2018;3.26E+15;17.28;10.5;28/05/2018;130;148;18;15.982778;5.40;10.58;13.23;-0.56;7;0;0;0;0;1
B4P8960;2017;271;271_2017;7.9E+15;16.38;9.5;24/05/2017;123;144;21;8.293056;5.45;2.84;13.22;-1.43;1;0;0;0;0;2
B4P8961;2017;271;271_2017;5.9E+15;16.4;10.2;24/05/2017;123;144;21;9.565556;5.45;4.12;13.22;-1.43;2;0;0;0;0;1
B4P8959;2017;271;271_2017;1.9E+15;15.9;9.6;24/05/2017;123;144;21;9.657500;5.45;4.21;13.22;-1.43;3;0;0;0;0;1
B4P8962;2017;271;271_2017;F900000000008001;16.1;9.2;24/05/2017;123;144;21;9.683889;5.45;4.23;13.22;-1.43;4;1;1;1;0;1
B4P8958;2017;271;271_2017;B900000000008001;15.89;9.9;24/05/2017;123;144;21;9.778333;5.45;4.33;13.22;-1.43;5;1;1;1;0;2
B4P9666;2018;271;271_2018;ACE0000000008001;17.35;10.4;29/05/2018;129;149;20;7.884444;5.38;2.50;13.23;-0.55;1;0;0;0;0;2
B4P9664;2018;271;271_2018;B8E0000000008001;16.7;11.4;29/05/2018;129;149;20;8.023611;5.38;2.64;13.23;-0.55;2;0;0;0;0;2
B4P9667;2018;271;271_2018;82E0000000008001;16.85;10.8;29/05/2018;129;149;20;8.084444;5.38;2.70;13.23;-0.55;3;0;0;0;0;1
B4P9661;2018;271;271_2018;3A20000000008001;17.35;10.2;29/05/2018;129;149;20;8.103611;5.38;2.72;13.23;-0.55;4;0;0;0;1;2
B4P9662;2018;271;271_2018;2.62E+15;17;11.7;29/05/2018;129;149;20;8.183056;5.38;2.80;13.23;-0.55;5;1;0;1;0;1
B4P9663;2018;271;271_2018;9.62E+15;16.1;11.6;29/05/2018;129;149;20;8.235833;5.38;2.85;13.23;-0.55;6;0;0;0;0;2
B4P9668;2018;271;271_2018;B2E0000000008001;15.9;9.9;29/05/2018;129;149;20;11.804167;5.38;6.42;13.23;-0.55;7;0;0;0;0;1
B4P9665;2018;271;271_2018;94E0000000008001;17.15;10.7;29/05/2018;129;149;20;11.889722;5.38;6.51;13.23;-0.55;8;0;0;0;0;2
B4P9232;2017;273;273_2017;3C80000000008001;16.25;9.1;26/05/2017;126;146;20;9.746389;5.42;4.33;13.23;-0.24;1;0;0;0;0;2
B4P9234;2017;273;273_2017;2C80000000008001;16.25;9;26/05/2017;126;146;20;10.045000;5.42;4.63;13.23;-0.24;2;1;1;1;0;2
B4P9236;2017;273;273_2017;FC80000000008001;16.3;9.1;26/05/2017;126;146;20;10.079167;5.42;4.66;13.23;-0.24;3;0;0;0;0;2
B4P9233;2017;273;273_2017;2.8E+14;16.7;10.1;26/05/2017;126;146;20;10.178333;5.42;4.76;13.23;-0.24;4;0;0;0;1;2
B4P9235;2017;273;273_2017;CC80000000008001;16.4;9.4;26/05/2017;126;146;20;10.200000;5.42;4.78;13.23;-0.24;5;0;0;0;1;1
B4P9238;2017;273;273_2017;5C80000000008001;16.42;9.7;26/05/2017;126;146;20;10.654444;5.42;5.24;13.23;-0.24;6;0;0;0;1;2
B4P9237;2017;273;273_2017;DC80000000008001;16.2;8.6;26/05/2017;126;146;20;10.777500;5.42;5.36;13.23;-0.24;7;0;0;0;0;1
B4X1557;2018;273;273_2018;AF20000000008001;17.38;11.7;31/05/2018;131;151;20;6.703889;5.35;1.35;13.23;-1.30;1;0;0;0;0;1
B4X1558;2018;273;273_2018;C4A0000000008001;15.81;11.6;31/05/2018;131;151;20;9.840556;5.35;4.49;13.23;-1.30;2;0;0;0;0;1
B4X1552;2018;273;273_2018;88A0000000008001;16.16;11.5;31/05/2018;131;151;20;10.306667;5.35;4.96;13.23;-1.30;3;1;0;1;0;1
B4X1550;2018;273;273_2018;ACA0000000008001;16.69;10.7;31/05/2018;131;151;20;10.313889;5.35;4.96;13.23;-1.30;4;1;0;1;0;2
B4X1553;2018;273;273_2018;04A0000000008001;16.84;10.8;31/05/2018;131;151;20;10.324167;5.35;4.97;13.23;-1.30;5;1;0;1;0;2
B4X1556;2018;273;273_2018;B0A0000000008001;17.15;11.4;31/05/2018;131;151;20;10.338333;5.35;4.99;13.23;-1.30;6;0;0;0;0;1
B4X1551;2018;273;273_2018;28A0000000008001;15.57;10.4;31/05/2018;131;151;20;10.700556;5.35;5.35;13.23;-1.30;7;1;1;1;0;1
B4X1554;2018;273;273_2018;E0A0000000008001;16.94;10.9;31/05/2018;131;151;20;11.310000;5.35;5.96;13.23;-1.30;8;1;0;1;0;1
B4P9989;2018;276;276_2018;0B20000000008001;16.65;11.7;29/05/2018;129;149;20;7.774722;5.38;2.39;13.23;-0.85;1;0;0;0;0;2
B4P9988;2018;276;276_2018;7.52E+15;17.33;11.9;29/05/2018;129;149;20;7.788333;5.38;2.41;13.23;-0.85;2;0;0;0;0;1
B4P9993;2018;276;276_2018;8.32E+15;17.09;10.8;29/05/2018;129;149;20;7.800278;5.38;2.42;13.23;-0.85;3;0;0;0;0;2
B4P9992;2018;276;276_2018;5.12E+15;17.28;11.3;29/05/2018;129;149;20;8.271944;5.38;2.89;13.23;-0.85;4;0;0;0;0;1
B4P9986;2018;276;276_2018;5B20000000008001;16.61;11;29/05/2018;129;149;20;8.287500;5.38;2.90;13.23;-0.85;5;1;0;1;0;2
B4P9987;2018;276;276_2018;D920000000008001;17.53;10.7;29/05/2018;129;149;20;8.344444;5.38;2.96;13.23;-0.85;6;0;0;0;0;1
B4P9991;2018;276;276_2018;9.2E+14;16.52;10.9;29/05/2018;129;149;20;8.353611;5.38;2.97;13.23;-0.85;7;1;0;1;0;2
B4P9994;2018;276;276_2018;F920000000008001;16.82;11;29/05/2018;129;149;20;8.394722;5.38;3.01;13.23;-0.85;8;0;0;0;0;2
B4P9990;2018;276;276_2018;F520000000008001;15.99;9.1;29/05/2018;129;149;20;9.328333;5.38;3.95;13.23;-0.85;9;0;0;0;0;2
B4P9809;2017;277;277_2017;E180000000008001;17.52;12.5;28/05/2017;129;148;19;11.600556;5.38;6.22;13.23;-1.41;1;1;1;1;0;1
B4P9808;2017;277;277_2017;1.18E+15;16.62;11.1;28/05/2017;129;148;19;11.604167;5.38;6.22;13.23;-1.41;2;0;0;0;0;2
B4P9812;2017;277;277_2017;F980000000008001;16.48;11.2;28/05/2017;129;148;19;11.606111;5.38;6.22;13.23;-1.41;3;1;1;1;0;2
B4P9813;2017;277;277_2017;C980000000008001;16.69;11.4;28/05/2017;129;148;19;11.671667;5.38;6.29;13.23;-1.41;4;1;1;1;0;2
B4P9811;2017;277;277_2017;7.98E+15;16.73;11.4;28/05/2017;129;148;19;11.729722;5.38;6.35;13.23;-1.41;5;0;0;0;0;2
B4P9810;2017;277;277_2017;4.98E+15;16.78;11.3;28/05/2017;129;148;19;11.746111;5.38;6.36;13.23;-1.41;6;1;1;1;0;2
B4P9612;2018;277;277_2018;E420000000008001;17.1;11.4;28/05/2018;128;148;20;8.013333;5.40;2.61;13.23;-0.84;1;0;0;0;0;2
B4P9609;2018;277;277_2018;6A20000000008001;16.55;10.6;28/05/2018;128;148;20;8.159444;5.40;2.76;13.23;-0.84;2;0;0;0;0;2
B4P9615;2018;277;277_2018;EC20000000008001;16.7;10.2;28/05/2018;128;148;20;8.167778;5.40;2.77;13.23;-0.84;3;1;0;1;0;2
B4P9608;2018;277;277_2018;B620000000008001;17.55;11.8;28/05/2018;128;148;20;13.434167;5.40;8.03;13.23;-0.84;4;0;0;0;0;1
B4P9614;2018;277;277_2018;1A20000000008001;16.55;10.8;28/05/2018;128;148;20;13.465833;5.40;8.07;13.23;-0.84;5;1;0;1;0;2
B4P9613;2018;277;277_2018;CA20000000008001;16.3;10.9;29/05/2018;128;149;21;8.492222;5.38;3.11;13.23;-0.84;6;1;1;1;0;2
B4P8827;2017;29;29_2017;B000000000008001;16.65;9.1;21/05/2017;120;141;21;13.352500;5.50;7.85;13.22;-1.02;1;0;0;0;0;2
B4P8826;2017;29;29_2017;D000000000008001;15.9;8.7;21/05/2017;120;141;21;14.708889;5.50;9.21;13.22;-1.02;2;0;0;0;0;2
B4P8828;2017;29;29_2017;3E+15;16.25;8.9;21/05/2017;120;141;21;14.776111;5.50;9.28;13.22;-1.02;3;0;0;0;0;2
B4P9430;2017;30;30_2017;4F00000000008001;16.4;11.3;26/05/2017;125;146;21;9.805556;5.42;4.39;13.23;-1.15;1;1;1;1;0;1
B4P9429;2017;30;30_2017;6F00000000008001;17.2;10.8;26/05/2017;125;146;21;9.847500;5.42;4.43;13.23;-1.15;2;0;0;0;0;2
B4P9427;2017;30;30_2017;7.7E+15;15.35;10.8;26/05/2017;125;146;21;9.859722;5.42;4.44;13.23;-1.15;3;0;0;0;0;2
B4P9428;2017;30;30_2017;CF00000000008001;16.5;10.8;26/05/2017;125;146;21;10.143611;5.42;4.73;13.23;-1.15;4;0;0;0;0;2
B4P8885;2017;31;31_2017;8.7E+15;16.45;9.2;22/05/2017;122;142;20;6.882500;5.48;1.40;13.22;-1.55;1;0;0;0;1;1
B4P8883;2017;31;31_2017;4.88E+15;15.9;8;22/05/2017;122;142;20;7.243333;5.48;1.76;13.22;-1.55;2;0;0;0;0;2
B4P8880;2017;31;31_2017;BE00000000008001;17.1;9.9;22/05/2017;122;142;20;7.445556;5.48;1.96;13.22;-1.55;3;0;0;0;1;1
B4P8886;2017;31;31_2017;B700000000008001;16.05;8.2;22/05/2017;122;142;20;7.599167;5.48;2.12;13.22;-1.55;4;0;0;0;0;2
B4X1516;2018;33;33_2018;9.36E+15;16.77;11.4;29/05/2018;130;149;19;10.580278;5.38;5.20;13.23;-0.34;1;0;0;0;1;1
B4X1523;2018;33;33_2018;5B60000000008001;17.13;10.7;29/05/2018;130;149;19;11.575278;5.38;6.19;13.23;-0.34;2;0;0;0;0;1
B4X1517;2018;33;33_2018;7.6E+14;16.28;10.5;29/05/2018;130;149;19;11.596667;5.38;6.21;13.23;-0.34;3;0;0;0;0;2
B4X1518;2018;33;33_2018;FB60000000008001;16.44;10.7;29/05/2018;130;149;19;11.654722;5.38;6.27;13.23;-0.34;4;0;0;0;1;2
B4X1522;2018;33;33_2018;DB60000000008001;17.24;11.9;29/05/2018;130;149;19;12.088056;5.38;6.70;13.23;-0.34;5;0;0;0;0;1
B4X1520;2018;33;33_2018;BB60000000008001;17.23;11.4;29/05/2018;130;149;19;12.114444;5.38;6.73;13.23;-0.34;6;0;0;0;1;2
B4X1521;2018;33;33_2018;3B60000000008001;17.32;12;29/05/2018;130;149;19;13.345833;5.38;7.96;13.23;-0.34;7;0;0;0;0;1
B4X1519;2018;33;33_2018;7B60000000008001;16.95;12.2;29/05/2018;130;149;19;13.613056;5.38;8.23;13.23;-0.34;8;0;0;0;0;1
B4X1515;2018;33;33_2018;5.36E+15;17.18;10.9;29/05/2018;130;149;19;13.850556;5.38;8.47;13.23;-0.34;9;0;0;0;0;1
B4X1514;2018;33;33_2018;D360000000008001;16.53;10;29/05/2018;130;149;19;13.920556;5.38;8.54;13.23;-0.34;10;0;0;0;0;2
B4P9264;2017;34;34_2017;1.98E+15;16.62;9.7;28/05/2017;127;148;21;8.453056;5.38;3.07;13.23;-0.89;1;0;0;0;0;2
B4P9267;2017;34;34_2017;2B80000000008001;17.24;10.3;28/05/2017;127;148;21;8.471111;5.38;3.09;13.23;-0.89;2;1;0;1;0;1
B4P9266;2017;34;34_2017;1.38E+15;16.67;9.9;28/05/2017;127;148;21;8.487500;5.38;3.10;13.23;-0.89;3;1;0;1;0;2
B4P9268;2017;34;34_2017;D180000000008001;16.31;9.5;28/05/2017;127;148;21;8.513611;5.38;3.13;13.23;-0.89;4;0;0;0;0;2
B4P9265;2017;34;34_2017;3D80000000008001;15.94;9.7;28/05/2017;127;148;21;8.525278;5.38;3.14;13.23;-0.89;5;1;1;1;0;2
B4X1468;2018;35;35_2018;D750000000008001;17.69;10.8;28/05/2018;131;148;17;5.827222;5.40;0.43;13.23;NA;1;0;0;0;0;1
B4X1467;2018;35;35_2018;78D0000000008001;17.35;11.3;01/06/2018;131;152;21;7.351111;5.35;2.00;13.23;NA;2;0;0;0;1;1
B4X1470;2018;35;35_2018;5.75E+15;16.92;10.4;01/06/2018;131;152;21;7.467500;5.35;2.12;13.23;NA;3;0;0;0;0;2
B4X1471;2018;35;35_2018;94D0000000008001;16.66;9.6;01/06/2018;131;152;21;7.476111;5.35;2.13;13.23;NA;4;1;1;1;0;1
B4X1465;2018;35;35_2018;3.75E+15;16.95;11.2;01/06/2018;131;152;21;7.520556;5.35;2.17;13.23;NA;5;0;0;0;0;2
B4X1466;2018;35;35_2018;B0D0000000008001;17;11.2;01/06/2018;131;152;21;7.535556;5.35;2.19;13.23;NA;6;0;0;0;1;2
B4X1464;2018;35;35_2018;8CD0000000008001;16.74;11;01/06/2018;131;152;21;7.552500;5.35;2.20;13.23;NA;7;0;0;0;0;1
B4X1469;2018;35;35_2018;14D0000000008001;16.35;10.3;01/06/2018;131;152;21;8.854722;5.35;3.50;13.23;NA;8;0;0;0;0;1
B4P8842;2017;36;36_2017;9C00000000008001;16.01;10.2;23/05/2017;120;143;23;7.659167;5.47;2.19;13.22;-0.74;1;0;0;0;0;2
B4P8839;2017;36;36_2017;4.2E+15;14.9;9.5;23/05/2017;120;143;23;7.670278;5.47;2.20;13.22;-0.74;2;0;0;0;0;2
B4P8843;2017;36;36_2017;6C00000000008001;15.37;9.9;23/05/2017;120;143;23;7.740000;5.47;2.27;13.22;-0.74;3;0;0;0;0;1
B4P8840;2017;36;36_2017;8.2E+15;14.1;7.6;23/05/2017;120;143;23;7.768333;5.47;2.30;13.22;-0.74;4;0;0;0;0;2
B4X1657;2018;36;36_2018;36E0000000008001;17.02;12.8;03/06/2018;137;154;17;19.443333;5.32;14.13;13.23;-1.58;1;0;0;0;1;1
B4X1662;2018;36;36_2018;B6E0000000008001;16.76;11.9;06/06/2018;137;157;20;7.657222;5.30;2.36;13.25;-1.58;2;0;0;0;1;1
B4X1661;2018;36;36_2018;86E0000000008001;17.81;12.5;06/06/2018;137;157;20;7.762222;5.30;2.46;13.25;-1.58;3;1;0;1;0;1
B4X1656;2018;36;36_2018;06E0000000008001;16.99;10.3;06/06/2018;137;157;20;8.027500;5.30;2.73;13.25;-1.58;4;0;0;0;0;2
B4X1659;2018;36;36_2018;AAE0000000008001;16.7;10.3;06/06/2018;137;157;20;8.410000;5.30;3.11;13.25;-1.58;5;0;0;0;0;2
B4X1660;2018;36;36_2018;2AE0000000008001;16.8;11.3;06/06/2018;137;157;20;10.077500;5.30;4.78;13.25;-1.58;6;0;0;0;0;1
B4X1658;2018;36;36_2018;92E0000000008001;15.78;9.2;06/06/2018;137;157;20;10.298333;5.30;5.00;13.25;-1.58;7;0;0;0;1;2
B4X1530;2018;37;37_2018;D760000000008001;17.4;12.3;29/05/2018;130;149;19;8.550556;5.38;3.17;13.23;-0.94;1;0;0;0;0;1
B4X1531;2018;37;37_2018;5.76E+15;16.47;12.3;29/05/2018;130;149;19;8.901944;5.38;3.52;13.23;-0.94;2;0;0;0;0;2
B4X1527;2018;37;37_2018;6B60000000008001;17.31;12.9;29/05/2018;130;149;19;9.954722;5.38;4.57;13.23;-0.94;3;1;0;1;0;1
B4X1524;2018;37;37_2018;9B60000000008001;16.5;12.5;29/05/2018;130;149;19;10.151389;5.38;4.77;13.23;-0.94;4;0;0;0;0;2
B4X1528;2018;37;37_2018;AB60000000008001;17.01;12.6;29/05/2018;130;149;19;11.975000;5.38;6.59;13.23;-0.94;5;1;0;1;0;2
B4X1529;2018;37;37_2018;3.76E+15;16.6;12.4;30/05/2018;130;150;20;7.001111;5.37;1.63;13.23;-0.94;6;0;0;0;0;2
B4X1526;2018;37;37_2018;EB60000000008001;16.29;11.7;30/05/2018;130;150;20;8.618056;5.37;3.25;13.23;-0.94;7;0;0;0;0;1
B4X1525;2018;37;37_2018;1B60000000008001;16.42;11.4;30/05/2018;130;150;20;10.156667;5.37;4.79;13.23;-0.94;8;0;0;0;0;1
B4P8876;2017;38;38_2017;DE00000000008001;16.69;9.5;23/05/2017;122;143;21;7.736111;5.47;2.27;13.22;-1.31;1;0;0;0;0;2
B4P8879;2017;38;38_2017;3E00000000008001;16.6;9.9;23/05/2017;122;143;21;7.746944;5.47;2.28;13.22;-1.31;2;0;0;0;0;1
B4P8878;2017;38;38_2017;8.1E+15;15.75;10.3;23/05/2017;122;143;21;7.845556;5.47;2.38;13.22;-1.31;3;1;1;1;0;1
B4P8877;2017;38;38_2017;1E+14;15.2;9;23/05/2017;122;143;21;10.081944;5.47;4.62;13.22;-1.31;4;0;0;0;0;1
B4P9650;2018;39;39_2018;1.16E+15;17.5;11.2;26/05/2018;128;146;18;15.513611;5.42;10.10;13.22;0.40;1;0;0;0;0;1
B4P9649;2018;39;39_2018;5.6E+14;17;11;28/05/2018;128;148;20;11.798611;5.40;6.40;13.23;0.40;2;0;0;0;0;2
B4P9643;2018;39;39_2018;2D60000000008001;18;11.6;28/05/2018;128;148;20;11.885000;5.40;6.49;13.23;0.40;3;1;0;1;0;1
B4P9648;2018;39;39_2018;BE60000000008001;17.3;12.1;28/05/2018;128;148;20;12.415000;5.40;7.02;13.23;0.40;4;0;0;0;0;1
B4P9645;2018;39;39_2018;7.16E+15;16.95;11.2;29/05/2018;128;149;21;7.605000;5.38;2.22;13.23;0.40;5;0;0;0;0;2
B4P9646;2018;39;39_2018;5.66E+15;17.05;11.4;29/05/2018;128;149;21;7.754722;5.38;2.37;13.23;0.40;6;0;0;0;0;2
B4P9647;2018;39;39_2018;9.66E+15;15.9;10.6;29/05/2018;128;149;21;7.793056;5.38;2.41;13.23;0.40;7;0;0;0;0;2
B4P9652;2018;39;39_2018;6.16E+15;17.5;10.4;29/05/2018;128;149;21;7.798056;5.38;2.41;13.23;0.40;8;0;0;0;0;2
B4P9644;2018;39;39_2018;2.66E+15;17.75;11.2;29/05/2018;128;149;21;7.806944;5.38;2.42;13.23;0.40;9;0;0;0;0;1
B4P9651;2018;39;39_2018;8.16E+15;15.4;9.1;29/05/2018;128;149;21;7.950000;5.38;2.57;13.23;0.40;10;0;0;0;0;1
B4P9260;2017;4;4_2017;1.8E+14;17.11;10.6;27/05/2017;127;147;20;9.571111;5.40;4.17;13.23;-1.01;1;0;0;0;1;1
B4P9263;2017;4;4_2017;2.58E+15;16.55;9.2;27/05/2017;127;147;20;10.570833;5.40;5.17;13.23;-1.01;2;0;0;0;0;2
B4P9261;2017;4;4_2017;FE80000000008001;17.02;10.2;27/05/2017;127;147;20;10.576389;5.40;5.18;13.23;-1.01;3;1;1;1;1;2
B4P9258;2017;4;4_2017;8C80000000008001;17.22;10.3;27/05/2017;127;147;20;10.591389;5.40;5.19;13.23;-1.01;4;1;1;1;1;1
B4P9259;2017;4;4_2017;3.18E+15;16.42;9.3;28/05/2017;127;148;21;8.068333;5.38;2.69;13.23;-1.01;5;0;0;0;0;1
B4P9262;2017;4;4_2017;0D80000000008001;15.63;8.7;28/05/2017;127;148;21;8.096944;5.38;2.71;13.23;-1.01;6;0;0;0;1;2
B4X1276;2018;4;4_2018;CCD0000000008001;16.65;11.6;01/06/2018;132;152;20;6.243889;5.35;0.89;13.23;-0.81;1;0;0;0;0;1
B4X1279;2018;4;4_2018;C4E0000000008001;16.37;11.2;01/06/2018;132;152;20;6.511111;5.35;1.16;13.23;-0.81;2;1;1;1;0;2
B4X1282;2018;4;4_2018;B1A0000000008001;17.38;12.1;01/06/2018;132;152;20;6.516944;5.35;1.17;13.23;-0.81;3;0;0;0;0;1
B4X1274;2018;4;4_2018;9F50000000008001;16.67;11.2;01/06/2018;132;152;20;6.620556;5.35;1.27;13.23;-0.81;4;0;0;0;0;2
B4X1278;2018;4;4_2018;CAE0000000008001;16.8;11.2;01/06/2018;132;152;20;6.665833;5.35;1.32;13.23;-0.81;5;1;0;1;0;2
B4X1275;2018;4;4_2018;FB50000000008001;16.88;10.3;01/06/2018;132;152;20;6.671389;5.35;1.32;13.23;-0.81;6;0;0;0;0;2
B4X1277;2018;4;4_2018;98D0000000008001;16.95;10.9;01/06/2018;132;152;20;6.705278;5.35;1.36;13.23;-0.81;7;1;0;1;0;2
B4X1283;2018;4;4_2018;5E60000000008001;17.53;11.3;01/06/2018;132;152;20;6.763333;5.35;1.41;13.23;-0.81;8;0;0;0;0;1
B4X1281;2018;4;4_2018;FAE0000000008001;16.82;11.5;01/06/2018;132;152;20;7.387500;5.35;2.04;13.23;-0.81;9;0;0;0;0;1
B4X1280;2018;4;4_2018;E2E0000000008001;15.83;9.6;01/06/2018;132;152;20;7.931944;5.35;2.58;13.23;-0.81;10;0;0;0;0;2
B4X1760;2018;42;42_2018;CF60000000008001;17.27;10.6;03/06/2018;134;154;20;6.543889;5.32;1.23;13.23;-1.34;1;1;0;1;0;2
B4X1764;2018;42;42_2018;EF60000000008001;16.92;10.4;03/06/2018;134;154;20;7.131389;5.32;1.81;13.23;-1.34;2;0;0;0;0;2
B4X1762;2018;42;42_2018;8F60000000008001;17.49;11;03/06/2018;134;154;20;7.873889;5.32;2.56;13.23;-1.34;3;0;0;0;0;1
B4X1763;2018;42;42_2018;2F60000000008001;17.52;11.4;03/06/2018;134;154;20;7.895000;5.32;2.58;13.23;-1.34;4;0;0;0;0;1
B4X1767;2018;42;42_2018;9F60000000008001;17.33;11;03/06/2018;134;154;20;7.937778;5.32;2.62;13.23;-1.34;5;0;0;0;0;1
B4X1765;2018;42;42_2018;6F60000000008001;17.3;11.1;03/06/2018;134;154;20;7.950833;5.32;2.63;13.23;-1.34;6;1;1;1;0;1
B4X1759;2018;42;42_2018;AF60000000008001;18.04;10.4;03/06/2018;134;154;20;7.967778;5.32;2.65;13.23;-1.34;7;1;1;1;0;1
B4X1761;2018;42;42_2018;4F60000000008001;16.74;10.3;03/06/2018;134;154;20;7.984167;5.32;2.67;13.23;-1.34;8;0;0;0;0;2
B4X1766;2018;42;42_2018;5F60000000008001;17.21;9.6;03/06/2018;134;154;20;8.015833;5.32;2.70;13.23;-1.34;9;0;0;0;0;1
B4P8957;2017;44;44_2017;E400000000008001;15.79;9.4;22/05/2017;122;142;20;12.911111;5.48;7.43;13.22;-1.42;1;1;0;1;0;2
B4P8956;2017;44;44_2017;9.8E+15;15.98;10.8;22/05/2017;122;142;20;12.961667;5.48;7.48;13.22;-1.42;2;1;1;1;0;1
B4P8954;2017;44;44_2017;5.8E+15;16.67;10.7;22/05/2017;122;142;20;12.971944;5.48;7.49;13.22;-1.42;3;0;0;0;0;1
B4P8955;2017;44;44_2017;7A00000000008001;16.02;9;22/05/2017;122;142;20;13.319167;5.48;7.84;13.22;-1.42;4;0;0;0;0;2
B4P8953;2017;44;44_2017;B800000000008001;15.67;8.9;22/05/2017;122;142;20;13.337222;5.48;7.85;13.22;-1.42;5;0;0;0;0;1
B4X1672;2018;44;44_2018;E8E0000000008001;17.02;10.9;24/06/2018;155;175;20;6.405278;5.28;1.12;13.31;NA;1;0;0;0;1;1
B4X1675;2018;44;44_2018;24E0000000008001;14.2;6.8;25/06/2018;155;176;21;7.290278;5.28;2.01;13.31;NA;2;0;0;0;0;2
B4X1674;2018;44;44_2018;18E0000000008001;16.48;11.1;25/06/2018;155;176;21;8.544444;5.28;3.26;13.31;NA;3;0;0;0;0;1
B4X1673;2018;44;44_2018;14E0000000008001;16.45;11.4;25/06/2018;155;176;21;10.810000;5.28;5.53;13.31;NA;4;0;0;0;0;1
B4X1676;2018;44;44_2018;98E0000000008001;16.35;10.4;25/06/2018;155;176;21;12.931667;5.28;7.65;13.31;NA;5;1;0;1;0;1
B4X1671;2018;44;44_2018;64E0000000008001;16.53;11.3;25/06/2018;155;176;21;15.394722;5.28;10.11;13.31;NA;6;0;0;0;0;1
B4P9399;2018;46;46_2018;83A0000000008001;17.25;10.9;28/05/2018;129;148;19;14.541389;5.40;9.14;13.23;-0.34;1;0;0;0;0;1
B4P9394;2018;46;46_2018;5DA0000000008001;16.79;11.2;28/05/2018;129;148;19;14.837778;5.40;9.44;13.23;-0.34;2;1;0;1;0;2
B4P9390;2018;46;46_2018;B5A0000000008001;17.46;11.9;28/05/2018;129;148;19;14.863611;5.40;9.46;13.23;-0.34;3;0;0;0;0;2
B4P9389;2018;46;46_2018;EFA0000000008001;17.08;11;28/05/2018;129;148;19;15.466944;5.40;10.07;13.23;-0.34;4;0;0;0;0;2
B4P9392;2018;46;46_2018;D5A0000000008001;17.38;11.6;29/05/2018;129;149;20;8.738333;5.38;3.36;13.23;-0.34;5;1;0;1;0;1
B4P9395;2018;46;46_2018;8BA0000000008001;18.35;11.8;29/05/2018;129;149;20;8.886944;5.38;3.50;13.23;-0.34;6;1;0;1;1;1
B4P9397;2018;46;46_2018;67A0000000008001;16.7;10.8;29/05/2018;129;149;20;10.565833;5.38;5.18;13.23;-0.34;7;1;0;1;0;2
B4P9393;2018;46;46_2018;45A0000000008001;16.74;9.9;30/05/2018;129;150;21;6.851389;5.37;1.48;13.23;-0.34;8;0;0;0;0;2
B4P9391;2018;46;46_2018;1DA0000000008001;17.68;11.6;30/05/2018;129;150;21;6.863333;5.37;1.50;13.23;-0.34;9;1;0;1;0;1
B4P9396;2018;46;46_2018;FDA0000000008001;16.52;10.5;30/05/2018;129;150;21;7.663611;5.37;2.30;13.23;-0.34;10;0;0;0;0;2
B4P9928;2018;49;49_2018;B920000000008001;17.23;12.6;28/05/2018;128;148;20;8.121667;5.40;2.72;13.23;-0.46;1;0;0;0;1;2
B4P9919;2018;49;49_2018;3D20000000008001;17.92;11.6;28/05/2018;128;148;20;8.221944;5.40;2.82;13.23;-0.46;2;1;1;1;0;1
B4P9927;2018;49;49_2018;6D20000000008001;17.55;10.6;28/05/2018;128;148;20;8.254444;5.40;2.85;13.23;-0.46;3;1;1;1;0;1
B4P9925;2018;49;49_2018;3.92E+15;17.62;11.3;28/05/2018;128;148;20;8.329444;5.40;2.93;13.23;-0.46;4;0;0;0;0;1
B4P9924;2018;49;49_2018;1.32E+15;17.25;10.5;28/05/2018;128;148;20;8.338611;5.40;2.94;13.23;-0.46;5;1;0;1;0;1
B4P9921;2018;49;49_2018;E320000000008001;17.77;10.8;28/05/2018;128;148;20;8.371667;5.40;2.97;13.23;-0.46;6;0;0;0;0;1
B4P9918;2018;49;49_2018;9.92E+15;16.85;11;28/05/2018;128;148;20;9.026667;5.40;3.63;13.23;-0.46;7;0;0;0;0;1
B4P9920;2018;49;49_2018;9D20000000008001;16.52;10.9;28/05/2018;128;148;20;9.063889;5.40;3.66;13.23;-0.46;8;0;0;0;0;1
B4P9922;2018;49;49_2018;FE20000000008001;17.7;10.3;28/05/2018;128;148;20;9.179167;5.40;3.78;13.23;-0.46;9;0;0;0;0;2
B4P9923;2018;49;49_2018;ED20000000008001;16.75;9;28/05/2018;128;148;20;9.257222;5.40;3.86;13.23;-0.46;10;0;0;0;0;1
B4P9926;2018;49;49_2018;3.2E+14;16.59;10.1;28/05/2018;128;148;20;9.280833;5.40;3.88;13.23;-0.46;11;1;0;1;0;1
B4X1756;2018;5;5_2018;F760000000008001;16.97;10.3;01/06/2018;134;152;18;13.446389;5.35;8.10;13.23;-0.44;1;1;0;1;0;2
B4X1758;2018;5;5_2018;0F60000000008001;17.36;11.3;02/06/2018;134;153;19;7.218611;5.33;1.89;13.23;-0.44;2;1;1;1;0;1
B4X1753;2018;5;5_2018;38E0000000008001;16.77;10.8;02/06/2018;134;153;19;8.082500;5.33;2.75;13.23;-0.44;3;1;1;1;0;1
